ciudad,barrio,Sector,lat,long
Barranquilla,Adelita de Char 2a etapa,No Especificado,11.0322399139404,-74.8716583251953
Barranquilla,Adelita de Char etapa 2,Riomar,10.886412780293107,-74.81318525834517
Barranquilla,Adelita de Charla playa,No Especificado,11.0347099304199,-74.8634643554688
Barranquilla,Adelita de char,No Especificado,11.0328869819641,-74.87107849121091
Barranquilla,Adelita de char 3 etapa,Norte Centro Histórico,11.0254507064819,-74.8595504760742
Barranquilla,Adelita de char etap 2 LA PLAYA,Riomar,11.0328845977783,-74.8721771240234
Barranquilla,Alameda Campestre,Riomar,11.0190401077271,-74.8231506347656
Barranquilla,Alameda Del Rio,No Especificado,10.987407567819506,-74.83813402580492
Barranquilla,Alameda Del Rio,Norte Centro Histórico,10.993709564209,-74.8452835083008
Barranquilla,Alameda Del Rio,Riomar,10.9829998016357,-74.8300018310547
Barranquilla,Alameda Del Río,No Especificado,10.994172732035333,-74.84483337402348
Barranquilla,Alameda Del Río,Norte Centro Histórico,10.9700002670288,-74.8399963378906
Barranquilla,Alameda del Rio,Metropolitana,10.9824999173482,-74.83366775512695
Barranquilla,Alameda del Rio,No Especificado,9.257520437240583,-74.83057975769044
Barranquilla,Alameda del Rio,Norte Centro Histórico,10.975976516100685,-74.83279301570012
Barranquilla,Alameda del Rio,Riomar,10.994674523671444,-74.83194054497612
Barranquilla,Alameda del Rio Tucan,No Especificado,11.0041103363037,-74.8069763183594
Barranquilla,Alameda del Río,No Especificado,10.99387669563295,-74.84397697448733
Barranquilla,Alameda del Río,Norte Centro Histórico,10.992273330688459,-74.84279632568358
Barranquilla,Alameda del Río,Riomar,10.9799995422363,-74.8379974365234
Barranquilla,Alameda del rio,Norte Centro Histórico,10.995749473571799,-74.8419151306152
Barranquilla,Alameda del rio,Riomar,11.0073366165161,-74.8459930419922
Barranquilla,Alameda del rio Conjunto Tucán,Norte Centro Histórico,10.9989004135132,-74.8427963256836
Barranquilla,Alameda del río,No Especificado,10.972188790799843,-74.83422338312322
Barranquilla,Alameda del río,Riomar,11.0076704025269,-74.8817825317383
Barranquilla,Alamedas del Rio,No Especificado,10.9932870864868,-74.8454208374023
Barranquilla,Alamenda del rio,Norte Centro Histórico,10.9927597045898,-74.8471069335938
Barranquilla,Alboraya,No Especificado,10.835827218295519,-74.94129516139175
Barranquilla,Alfonso Lopez,No Especificado,10.9702339172363,-74.7919464111328
Barranquilla,Alfonso Lopez,Sur Oriente,10.967372417449951,-74.79162216186526
Barranquilla,Alfonso López,No Especificado,10.184875583648676,-74.60555572509767
Barranquilla,Alfonso López,Norte Centro Histórico,10.9650001525879,-74.7919998168945
Barranquilla,Alfonso López Suroccidente,Sur Occidente,10.9659996032715,-74.7910003662109
Barranquilla,Alfonso López Suroriente,Sur Occidente,10.9670000076294,-74.7949981689453
Barranquilla,Alfonso lopez,No Especificado,10.9680871963501,-74.7931442260742
Barranquilla,Alfonso lópez,No Especificado,10.9651298522949,-74.7924728393555
Barranquilla,Alfonzo Lopez,Sur Occidente,10.886412780293107,-74.79674946178089
Barranquilla,Alpes,No Especificado,11.0248260498047,-74.8628311157227
Barranquilla,Alpes,Norte Centro Histórico,10.9978199005127,-74.8210067749023
Barranquilla,Alpes,Riomar,10.942566474680254,-74.82328553633256
Barranquilla,Altamira,Metropolitana,11.0080003738403,-74.822998046875
Barranquilla,Altamira,No Especificado,11.004762942974379,-74.82151364057492
Barranquilla,Altamira,Norte Centro Histórico,11.006681898365839,-74.82213692043139
Barranquilla,Altamira,Riomar,11.002747199114623,-74.8227871165556
Barranquilla,Alto Padro,Norte Centro Histórico,10.886412780293107,-74.8091715032404
Barranquilla,Alto Pardo,Norte Centro Histórico,11.0019998550415,-74.8119964599609
Barranquilla,Alto Prado,Metropolitana,10.996834353833357,-74.80785686938795
Barranquilla,Alto Prado,No Especificado,10.79973591062435,-74.80229966536812
Barranquilla,Alto Prado,Norte Centro Histórico,10.838524267580445,-74.79297078331962
Barranquilla,Alto Prado,Riomar,10.94741095389809,-74.82281357969615
Barranquilla,Alto Prado,Sur Occidente,11.0010004043579,-74.8079986572266
Barranquilla,Alto Prado,Sur Oriente,11.0059995651245,-74.8190002441406
Barranquilla,Alto Prado Riomar,No Especificado,11.0081100463867,-74.8135070800781
Barranquilla,Alto de Riomar,Riomar,10.9918003082275,-74.8031921386719
Barranquilla,Alto del Prado,Riomar,10.886412780293107,-74.82005864923653
Barranquilla,Alto padro,No Especificado,11.0017890930176,-74.8058547973633
Barranquilla,Alto prado,No Especificado,10.88900792191811,-74.79779399525037
Barranquilla,Alto prado,Norte Centro Histórico,10.99709329605102,-74.80857238769532
Barranquilla,Alto prado,Riomar,9.687171809199764,-74.64671769575638
Barranquilla,Altoprado,Norte Centro Histórico,11.0012814203898,-74.81503295898439
Barranquilla,Altos De Buenavista,No Especificado,11.0175733566284,-74.8261642456055
Barranquilla,Altos De Limonar,No Especificado,10.984559814335952,-74.82608708468348
Barranquilla,Altos De Limón,No Especificado,11.0121393203735,-74.8254776000977
Barranquilla,Altos De Rio Mar,No Especificado,11.0165662765503,-74.8169937133789
Barranquilla,Altos De Riomar,No Especificado,11.004359014736147,-74.81649309726109
Barranquilla,Altos De Riomar,Norte Centro Histórico,11.0136384963989,-74.8222147623698
Barranquilla,Altos De Riomar,Riomar,10.938486179117504,-74.82203038533528
Barranquilla,Altos De San Isidro,No Especificado,10.970308303833,-74.7917098999023
Barranquilla,Altos De San Isidro,Sur Oriente,10.9703054428101,-74.7918319702148
Barranquilla,Altos De San Vicente,No Especificado,10.944853385691003,-74.81847138838337
Barranquilla,Altos Del Limon,No Especificado,11.012891557481556,-74.82217407226562
Barranquilla,Altos Del Limon,Norte Centro Histórico,10.981999874115001,-74.80350112915039
Barranquilla,Altos Del Limon,Riomar,10.886412780293107,-74.82170313054866
Barranquilla,Altos Del Limón,No Especificado,11.01261711120608,-74.81175537109377
Barranquilla,Altos Del Limón,Riomar,11.0148301124573,-74.8233604431152
Barranquilla,Altos Del Prado,No Especificado,10.960629105869033,-74.81372425772928
Barranquilla,Altos San Vicente,No Especificado,11.0043773651123,-74.8214645385742
Barranquilla,Altos de Buenavista,No Especificado,11.0197849273682,-74.8235473632813
Barranquilla,Altos de Limonar,Norte Centro Histórico,11.0170001983643,-74.8239974975586
Barranquilla,Altos de Limonar,Riomar,11.010137557983398,-74.8202514648438
Barranquilla,Altos de Los Robles,Sur Oriente,11.0100002288818,-74.8000030517578
Barranquilla,Altos de Prado,Norte Centro Histórico,11.0033798217773,-74.8138198852539
Barranquilla,Altos de Prado,Riomar,11.0076341629028,-74.8105087280273
Barranquilla,Altos de Rio Mar,No Especificado,11.0128426551819,-74.81614303588864
Barranquilla,Altos de Rio Mar,Norte Centro Histórico,11.0156307220459,-74.8189849853516
Barranquilla,Altos de Riomar,Metropolitana,11.01447286103899,-74.82067268773127
Barranquilla,Altos de Riomar,No Especificado,10.784902341290664,-74.8204656677701
Barranquilla,Altos de Riomar,Norte Centro Histórico,10.934100115299223,-74.81141843795776
Barranquilla,Altos de Riomar,Riomar,10.93551585315818,-74.81163636983702
Barranquilla,Altos de San Vicente,Norte Centro Histórico,11.0050001144409,-74.8190002441406
Barranquilla,Altos de buenavista,No Especificado,11.01721649169922,-74.82831878662111
Barranquilla,Altos de rio mar,No Especificado,10.886412780293107,-74.74781452525747
Barranquilla,Altos de rio mar,Riomar,10.886412780293107,-74.81979300759056
Barranquilla,Altos de riomar,No Especificado,11.00060935461235,-74.81817477728053
Barranquilla,Altos de riomar,Norte Centro Histórico,11.0153398513794,-74.8219680786133
Barranquilla,Altos de riomar,Riomar,11.0131530761719,-74.82193374633789
Barranquilla,Altos de san vicente,Norte Centro Histórico,11.0050001144409,-74.818000793457
Barranquilla,Altos del Limon,No Especificado,11.0121393203735,-74.8256912231445
Barranquilla,Altos del Limon,Riomar,11.007054567337025,-74.81790351867676
Barranquilla,Altos del Limon Riomar,No Especificado,10.886412780293107,-74.74750588156961
Barranquilla,Altos del Limonar,No Especificado,10.886412780293107,-74.80853132768111
Barranquilla,Altos del Limonar,Norte Centro Histórico,10.950706561807953,-74.81917710737747
Barranquilla,Altos del Limonar,Riomar,11.01324796676635,-74.8251438140869
Barranquilla,Altos del Limoncito,Riomar,11.0156145095825,-74.8247909545898
Barranquilla,Altos del Limón,Metropolitana,11.008249878883387,-74.81862258911134
Barranquilla,Altos del Limón,No Especificado,10.998119269787868,-74.8259204739067
Barranquilla,Altos del Limón,Norte Centro Histórico,10.808399631131074,-74.80045417047316
Barranquilla,Altos del Limón,Riomar,11.011080036163339,-74.821561126709
Barranquilla,Altos del Parque,No Especificado,10.772452537830066,-74.79862330510065
Barranquilla,Altos del Parque,Norte Centro Histórico,10.9829998016357,-74.8300018310547
Barranquilla,Altos del Parque,Riomar,11.00953464508056,-74.83230438232422
Barranquilla,Altos del Prado,No Especificado,11.0018320083618,-74.8076324462891
Barranquilla,Altos del Prado,Norte Centro Histórico,11.003482818603535,-74.8121541341146
Barranquilla,Altos del Prado,Riomar,10.98092966383302,-74.81560762263528
Barranquilla,Altos del Prado Norte,Norte Centro Histórico,11.004444228278254,-74.8122236463759
Barranquilla,Altos del Prado Norte,Riomar,11.0089998245239,-74.8150024414063
Barranquilla,Altos del limon,No Especificado,10.931127972608337,-74.81212107340495
Barranquilla,Altos del limon,Riomar,11.0190000534058,-74.8219985961914
Barranquilla,Altos del prado,No Especificado,11.005656106131413,-74.81299318586079
Barranquilla,Altos del prado,Norte Centro Histórico,10.9991645812988,-74.8114013671875
Barranquilla,Altos del prado,Riomar,11.0024919509888,-74.8087005615234
Barranquilla,Altos san vicente,Riomar,10.886412780293107,-74.82606159556995
Barranquilla,America,No Especificado,11.007494839754973,-74.82847387140446
Barranquilla,América,No Especificado,10.9776391983032,-74.8144836425781
Barranquilla,América,Norte Centro Histórico,10.997000058492034,-74.80799865722656
Barranquilla,Andalucia,No Especificado,11.005034208345915,-74.81290408047762
Barranquilla,Andalucia,Norte Centro Histórico,11.01502857208252,-74.80975646972658
Barranquilla,Andalucia,Riomar,10.995772636370974,-74.81317725063356
Barranquilla,Andalucia Cerca Al Parque De La Electrificadora,No Especificado,11.015887260437,-74.8135833740234
Barranquilla,Andalucía,Metropolitana,11.015666643778466,-74.81366602579752
Barranquilla,Andalucía,No Especificado,11.015571753184,-74.8154830932617
Barranquilla,Andalucía,Norte Centro Histórico,10.642117668600642,-74.77082443237306
Barranquilla,Andalucía,Riomar,11.015475549195946,-74.81347676327354
Barranquilla,Andes,Norte Centro Histórico,10.9816999435425,-74.799201965332
Barranquilla,Antonio Galan,No Especificado,10.918992413682503,-74.80633961070667
Barranquilla,Atlantico,No Especificado,10.9695725440979,-74.80293464660647
Barranquilla,Atlántico,No Especificado,10.967889785766602,-74.79430389404294
Barranquilla,B VILLA CAMPESTRE,Sur Occidente,7.06528997421265,-73.167350769043
Barranquilla,BELLA ARENA,Sur Oriente,10.9329996109009,-74.7959976196289
Barranquilla,BELLA VISTA,Metropolitana,11.0010194778442,-74.7931137084961
Barranquilla,BELLA VISTA,No Especificado,11.0011100769043,-74.7925720214844
Barranquilla,BELLA VISTA,Norte Centro Histórico,10.886412780293107,-74.80782872980292
Barranquilla,BELLAVISTA,Metropolitana,10.9996795654297,-74.7909927368164
Barranquilla,BELLAVISTA,No Especificado,10.9601547718048,-74.78452682495117
Barranquilla,BELLAVISTA,Norte Centro Histórico,10.971197217853414,-74.7969144040888
Barranquilla,BELLAVISTA,Riomar,10.943539858265853,-74.80772214947326
Barranquilla,BETANIA,Metropolitana,10.971651077270526,-74.81477737426755
Barranquilla,BETANIA,No Especificado,10.95432445764817,-74.82299665971239
Barranquilla,BETANIA,Norte Centro Histórico,10.981991132164664,-74.81115062366831
Barranquilla,BETANIA,Riomar,10.991703414917001,-74.81800384521486
Barranquilla,BOSTON,Metropolitana,10.988540649414075,-74.79820442199707
Barranquilla,BOSTON,No Especificado,10.989238739013684,-74.80146916707359
Barranquilla,BOSTON,Norte Centro Histórico,10.872673659729324,-74.7848701653385
Barranquilla,BOSTON,Sur Occidente,10.936706622843104,-74.79726999456231
Barranquilla,BOSTON,Sur Oriente,10.9875249862671,-74.8009948730469
Barranquilla,BRISAS DE PUERTO,Riomar,10.9814319610596,-74.9510879516602
Barranquilla,BUENA ESPERANZA,Sur Occidente,10.9666500091553,-74.7801666259766
Barranquilla,BUENA VISTA,Norte Centro Histórico,10.886412780293107,-74.79483494614111
Barranquilla,BUENA VISTA,Riomar,11.0170001983643,-74.822998046875
Barranquilla,BUENAVISTA,Metropolitana,10.987747651737768,-74.82795507257636
Barranquilla,BUENAVISTA,No Especificado,10.317040019565187,-74.73976643880206
Barranquilla,BUENAVISTA,Norte Centro Histórico,10.988001488051669,-74.82595936938971
Barranquilla,BUENAVISTA,Riomar,10.95609605520025,-74.82401203261064
Barranquilla,BUEVISTA,Norte Centro Histórico,11.0161666870117,-74.8239135742188
Barranquilla,Balcones de san jose ciudad jardin,No Especificado,10.9920177459717,-74.8104553222656
Barranquilla,Bario abajo,No Especificado,10.886412780293107,-74.74750588156961
Barranquilla,Barranquillita,No Especificado,10.597917124358103,-74.80898312655361
Barranquilla,Barranquillita,Norte Centro Histórico,10.886412780293107,-74.81248612837358
Barranquilla,Barrió Boston,No Especificado,10.9875297546387,-74.7890930175781
Barranquilla,Bella Arena,Sur Oriente,10.9329996109009,-74.7959976196289
Barranquilla,Bellavista,Metropolitana,10.999249696731574,-74.7934989929199
Barranquilla,Bellavista,No Especificado,10.985335616758846,-74.79530985544154
Barranquilla,Bellavista,Norte Centro Histórico,10.99880881254177,-74.79351866090451
Barranquilla,Bellavista,Riomar,10.9991090774536,-74.79312133789062
Barranquilla,Bellavista El Prado,Norte Centro Histórico,11.0048799514771,-74.7979583740234
Barranquilla,Betania,Metropolitana,10.9919996261597,-74.8119964599609
Barranquilla,Betania,No Especificado,10.798216432212191,-74.85488549057318
Barranquilla,Betania,Norte Centro Histórico,10.971243140660883,-74.73241742090744
Barranquilla,Betania,Riomar,10.991370519002283,-74.81750996907552
Barranquilla,Betania,Sur Oriente,10.9870004653931,-74.8119964599609
Barranquilla,Betania Norte,Norte Centro Histórico,10.9840297698975,-74.806282043457
Barranquilla,Bethania,No Especificado,10.9912395477295,-74.8112335205078
Barranquilla,Boston,Metropolitana,10.98679857987627,-74.79870898907001
Barranquilla,Boston,No Especificado,10.768852259365072,-74.77568484727136
Barranquilla,Boston,Norte Centro Histórico,10.939800597605,-74.79144984454315
Barranquilla,Boston,Riomar,10.936706622843104,-74.81480095603249
Barranquilla,Boston,Sur Occidente,10.989565168108285,-74.796637398856
Barranquilla,Boston,Sur Oriente,10.9860000610352,-74.7949981689453
Barranquilla,Bostón,No Especificado,10.9885692596436,-74.793830871582
Barranquilla,Bostón,Norte Centro Histórico,10.9873695373535,-74.7952728271484
Barranquilla,Bu3navista,Riomar,10.886412780293107,-74.82222678444602
Barranquilla,Buena Esperanza,No Especificado,10.06225545065743,-74.70324162074496
Barranquilla,Buena Esperanza,Riomar,10.9619998931885,-74.8079986572266
Barranquilla,Buena Esperanza,Sur Occidente,10.9670000076294,-74.8173344930013
Barranquilla,Buena Vista,Metropolitana,11.0139999389648,-74.8290023803711
Barranquilla,Buena Vista,No Especificado,9.134426710515225,-74.82490504871716
Barranquilla,Buena Vista,Norte Centro Histórico,11.0150003433228,-74.8310012817383
Barranquilla,Buena Vista,Riomar,11.0110902786255,-74.8258666992188
Barranquilla,Buena esperanza,No Especificado,10.69709300994875,-75.17259979248044
Barranquilla,Buena vista,Norte Centro Histórico,11.0209999084473,-74.8239974975586
Barranquilla,Buena vista,Riomar,10.951521476511303,-74.82362053611064
Barranquilla,Buenavista,Metropolitana,11.015000343322768,-74.82733154296876
Barranquilla,Buenavista,No Especificado,11.009133046000944,-74.8260124872925
Barranquilla,Buenavista,Norte Centro Histórico,11.015056405748641,-74.82167707170761
Barranquilla,Buenavista,Riomar,10.98153169820285,-74.73749879292515
Barranquilla,Buenavista Altos del limón,Riomar,11.0206499099731,-74.8276214599609
Barranquilla,Buenavista celularwhasspp,No Especificado,11.0151147842407,-74.8277435302734
Barranquilla,Buenavista edeficio Bali,No Especificado,11.0150947570801,-74.8277435302734
Barranquilla,Buenavista teléfonoWhatsApp,No Especificado,11.0201921463013,-74.8242874145508
Barranquilla,Buenos Aires,Metropolitana,10.9417819976807,-74.7982711791992
Barranquilla,Buenos Aires,No Especificado,10.911599239115052,-74.80610899491742
Barranquilla,CAMPIÑA,Riomar,11.0031585693359,-74.8205490112305
Barranquilla,CAMPO ALEGRE,Metropolitana,10.9901008605957,-74.8282470703125
Barranquilla,CAMPO ALEGRE,Riomar,10.886412780293107,-74.83261455189098
Barranquilla,CAMPO ALEGRE,Sur Occidente,10.9891166687012,-74.8310012817383
Barranquilla,CAMPO ALEGRE DE OPORTUNIDAD,Norte Centro Histórico,10.886412780293107,-74.8166670365767
Barranquilla,CARIBE VERDE,Metropolitana,10.9829998016357,-74.8300018310547
Barranquilla,CARIBE VERDE,Sur Oriente,10.9829998016357,-74.8300018310547
Barranquilla,CASTELLANA,Norte Centro Histórico,10.998699903488175,-74.83375358581543
Barranquilla,CASTELLANA,Riomar,11.0158882141113,-74.8341903686523
Barranquilla,CASTELLANA BUENAVISTA TELEFONO,No Especificado,11.0147132873535,-74.8337631225586
Barranquilla,CASTELLANA MAKRO,Norte Centro Histórico,10.886412780293107,-74.39918101917614
Barranquilla,CAUJARAL,No Especificado,10.9826803207397,-74.830192565918
Barranquilla,CAUJARAL,Riomar,11.003999710083,-74.8160018920898
Barranquilla,CENTRO,Metropolitana,10.9820804595947,-74.7823028564453
Barranquilla,CENTRO,No Especificado,10.9831533432007,-74.7830657958984
Barranquilla,CENTRO,Sur Occidente,10.986462116241452,-74.7856559753418
Barranquilla,CEVILLAR,Metropolitana,10.9607419967651,-74.798469543457
Barranquilla,CEVILLAR,No Especificado,10.9561357498169,-74.8002700805664
Barranquilla,CEVILLAR,Norte Centro Histórico,10.960000038147,-74.7979965209961
Barranquilla,CHIQUINQUIRA,Sur Occidente,10.953353206517352,-74.79050913724036
Barranquilla,CHIQUINQUIRÁ,Metropolitana,10.886412780293107,-74.80098516290838
Barranquilla,CHIQUINQUIRÁ,Norte Centro Histórico,10.9813938140869,-74.8321228027344
Barranquilla,CIUDAD DEL MAR,No Especificado,10.948869705200167,-74.802121480306
Barranquilla,CIUDAD DEL MAR,Norte Centro Histórico,10.9378690719604,-74.8096389770508
Barranquilla,CIUDAD JARDIN,Metropolitana,10.992159684499116,-74.82036209106447
Barranquilla,CIUDAD JARDIN,No Especificado,10.757776987042346,-74.79111507960728
Barranquilla,CIUDAD JARDIN,Norte Centro Histórico,10.973030361839879,-74.81792665638045
Barranquilla,CIUDAD JARDIN,Riomar,10.9926998138428,-74.8193328857422
Barranquilla,CIUDAD JARDÍN,Norte Centro Histórico,10.938706477884605,-74.74923116510564
Barranquilla,CIUDAD JARDÍN,Riomar,10.9893274307251,-74.8242111206055
Barranquilla,CIUDADELA,Metropolitana,10.9309997558594,-74.8059997558594
Barranquilla,CIUDADELA,Sur Occidente,10.9439678192139,-74.79822158813475
Barranquilla,CIUDADELA 20 DE JULIO,Metropolitana,10.9305000305176,-74.8064994812012
Barranquilla,CIUDADELA 20 DE JULIO,Sur Occidente,10.931269645690932,-74.80340321858723
Barranquilla,CIUDADELA 20 DE JULIO,Sur Oriente,10.933000246683767,-74.79933420817056
Barranquilla,CLINICA PORTO AZUL,Norte Centro Histórico,10.886412780293107,-74.82180578058419
Barranquilla,COLOMBIA,Norte Centro Histórico,10.975568797987101,-74.80434810754026
Barranquilla,CONCEPCION,No Especificado,11.0086832046509,-74.7976112365723
Barranquilla,CONCEPCION,Norte Centro Histórico,11.00779428482054,-74.79762191772461
Barranquilla,CONCEPCION,Riomar,11.008249998092625,-74.79824829101562
Barranquilla,CONCEPCIÓN,Norte Centro Histórico,10.967471175991236,-74.80568949381511
Barranquilla,CONIDEC,Metropolitana,10.9287757873535,-74.8095321655273
Barranquilla,CORREDOR UNIVERSITARIO,Riomar,10.9729995727539,-74.8050003051758
Barranquilla,COSTA HERMOSA,Metropolitana,10.9829998016357,-74.8300018310547
Barranquilla,COUNTRY,Riomar,10.933355888132404,-74.82011691006744
Barranquilla,COUNTRY CLUB VILLA,Norte Centro Histórico,10.9750003814697,-74.8099975585938
Barranquilla,CR 42D N,Norte Centro Histórico,10.9975214004517,-74.8284149169922
Barranquilla,Calle 79 nro,No Especificado,10.9919147491455,-74.8145980834961
Barranquilla,Calle 94 villamar,Metropolitana,11.0149583816528,-74.8224105834961
Barranquilla,Calle 98B 49D 18,Riomar,11.0094423294067,-74.8309631347656
Barranquilla,Calle la libertad,Norte Centro Histórico,10.9934701919556,-74.8255004882813
Barranquilla,Campo Alegre,No Especificado,10.98758964538574,-74.82916412353518
Barranquilla,Campo Alegre,Norte Centro Histórico,9.354253610376656,-74.60306098244408
Barranquilla,Campo Alegre Norte,Metropolitana,10.9860000610352,-74.8349990844727
Barranquilla,Campo Alegre Norte,Norte Centro Histórico,10.985800170898461,-74.83180084228518
Barranquilla,Campo Alegre Suroccidente,Norte Centro Histórico,10.9860000610352,-74.82200113932294
Barranquilla,Campo alegre,No Especificado,10.886412780293107,-74.81933316317473
Barranquilla,Campoalegre,No Especificado,10.9890022277832,-74.8307876586914
